loop,traffic,network,location,FlowID,SrcAddress,DestAddress,Start,Count
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.017,8625
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.018,9442
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.019,4041
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.02,8927
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.021,7695
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.022,5172
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.023,4866
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.024,6012
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.025,6324
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.026,6227
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.027,6189
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.028,6578
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.029,11930
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.03,21404
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.031,11772
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.032,15588
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.033,18163
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.034,11936
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.035,9539
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.036,8332
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.037,10981
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.038,22835
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.039,43515
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.04,12170
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.041,7758
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.042,12051
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.044,4656
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.045,5085
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.046,5012
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.047,8938
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.048,18017
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.049,3976
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.05,5846
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.052,1428
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.053,705
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.054,381
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.055,300
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.056,339
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.057,398
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.058,124
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.06,14
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.061,15
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.062,8
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.063,3
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.064,1
1,Full,public,loc1,3,7.0.0.4,7.0.0.7,0.065,3
1,Full,public,loc1,4,7.0.0.5,7.0.0.2,0.008,17340
1,Full,public,loc1,4,7.0.0.5,7.0.0.2,0.009,18452
1,Full,public,loc1,4,7.0.0.5,7.0.0.2,0.01,10177
1,Full,public,loc1,4,7.0.0.5,7.0.0.2,0.011,3571
1,Full,public,loc1,4,7.0.0.5,7.0.0.2,0.012,172
1,Full,public,loc1,4,7.0.0.5,7.0.0.2,0.013,75
1,Full,public,loc1,4,7.0.0.5,7.0.0.2,0.014,48
1,Full,public,loc1,4,7.0.0.5,7.0.0.2,0.015,100687
1,Full,public,loc1,4,7.0.0.5,7.0.0.2,0.016,6011
1,Full,public,loc1,4,7.0.0.5,7.0.0.2,0.017,193
1,Full,public,loc1,4,7.0.0.5,7.0.0.2,0.018,4
1,Full,public,loc1,4,7.0.0.5,7.0.0.2,0.02,3
1,Full,public,loc1,5,7.0.0.6,7.0.0.3,0.008,22372
1,Full,public,loc1,5,7.0.0.6,7.0.0.3,0.009,22145
1,Full,public,loc1,5,7.0.0.6,7.0.0.3,0.01,14477
1,Full,public,loc1,5,7.0.0.6,7.0.0.3,0.011,7620
1,Full,public,loc1,5,7.0.0.6,7.0.0.3,0.012,799
1,Full,public,loc1,5,7.0.0.6,7.0.0.3,0.013,283
1,Full,public,loc1,5,7.0.0.6,7.0.0.3,0.014,182
1,Full,public,loc1,5,7.0.0.6,7.0.0.3,0.015,104647
1,Full,public,loc1,5,7.0.0.6,7.0.0.3,0.016,7266
1,Full,public,loc1,5,7.0.0.6,7.0.0.3,0.017,141
1,Full,public,loc1,5,7.0.0.6,7.0.0.3,0.018,8
1,Full,public,loc1,5,7.0.0.6,7.0.0.3,0.019,5
1,Full,public,loc1,5,7.0.0.6,7.0.0.3,0.02,1
1,Full,public,loc1,5,7.0.0.6,7.0.0.3,0.022,2
1,Full,public,loc1,6,7.0.0.7,7.0.0.4,0.008,22418
1,Full,public,loc1,6,7.0.0.7,7.0.0.4,0.009,23657
1,Full,public,loc1,6,7.0.0.7,7.0.0.4,0.01,16719
1,Full,public,loc1,6,7.0.0.7,7.0.0.4,0.011,8597
1,Full,public,loc1,6,7.0.0.7,7.0.0.4,0.012,4184
1,Full,public,loc1,6,7.0.0.7,7.0.0.4,0.013,4160
1,Full,public,loc1,6,7.0.0.7,7.0.0.4,0.014,3575
1,Full,public,loc1,6,7.0.0.7,7.0.0.4,0.015,106063
1,Full,public,loc1,6,7.0.0.7,7.0.0.4,0.016,7960
1,Full,public,loc1,6,7.0.0.7,7.0.0.4,0.017,170
1,Full,public,loc1,6,7.0.0.7,7.0.0.4,0.018,7
1,Full,public,loc1,6,7.0.0.7,7.0.0.4,0.019,4
1,Full,public,loc1,6,7.0.0.7,7.0.0.4,0.02,2
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.008,3
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.009,4
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.01,24
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.011,53
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.012,78
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.013,119
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.014,198
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.015,7668
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.016,8290
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.017,8683
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.018,10288
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.019,7345
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.02,5006
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.021,4455
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.022,5162
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.023,5017
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.024,6327
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.025,7277
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.026,7906
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.027,9674
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.028,10220
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.029,18155
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.03,13384
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.031,15513
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.032,13161
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.033,13036
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.034,11579
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.035,11385
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.036,11879
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.037,13146
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.038,27826
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.039,18465
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.04,12297
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.041,7367
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.042,11346
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.044,4937
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.045,4904
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.046,4710
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.047,14624
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.048,6363
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.049,3404
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.05,2748
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.052,661
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.053,465
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.054,380
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.055,335
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.056,1112
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.057,194
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.058,109
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.06,9
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.061,9
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.062,2
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.064,1
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.065,3
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.066,3
1,Full,public,loc1,7,7.0.0.8,7.0.0.9,0.067,1
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.008,66
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.009,253
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.01,344
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.011,499
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.012,556
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.013,594
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.014,746
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.015,11327
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.016,11182
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.017,15098
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.018,13711
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.019,12190
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.02,16640
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.021,11504
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.022,8206
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.023,9072
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.024,9387
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.025,14861
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.026,17800
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.027,12545
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.028,16002
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.029,17756
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.03,9394
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.031,9251
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.032,10657
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.033,9237
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.034,11166
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.035,13532
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.036,7764
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.037,8996
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.038,9815
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.039,5450
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.04,4424
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.041,4541
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.042,8376
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.044,5887
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.045,2152
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.046,2456
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.047,2608
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.048,1371
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.049,1151
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.05,1676
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.052,623
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.053,825
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.054,263
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.055,251
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.056,333
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.057,127
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.058,125
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.06,20
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.061,21
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.062,19
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.063,10
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.064,3
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.065,1
1,Full,public,loc1,8,7.0.0.9,7.0.0.10,0.066,6
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.008,15691
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.009,10738
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.01,10033
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.011,11662
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.012,12072
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.013,10546
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.014,12319
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.015,38118
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.016,26723
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.017,7477
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.018,5702
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.019,5190
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.02,4957
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.021,3834
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.022,3086
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.023,3975
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.024,2791
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.025,1823
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.026,421
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.027,292
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.028,180
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.029,92
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.03,50
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.031,24
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.032,11
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.033,10
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.034,1
1,Full,public,loc1,9,7.0.0.9,7.0.0.8,0.035,1
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.008,161
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.009,1339
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.01,2684
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.011,3025
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.012,2582
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.013,4159
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.014,3686
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.015,5795
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.016,3038
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.017,1684
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.018,1889
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.019,2341
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.02,3351
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.021,4091
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.022,4755
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.023,5096
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.024,4338
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.025,4947
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.026,4774
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.027,4820
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.028,6078
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.029,6581
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.03,5203
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.031,6988
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.032,6699
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.033,6652
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.034,8349
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.035,5444
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.036,3881
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.037,7907
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.038,5977
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.039,4131
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.04,4488
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.041,3347
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.042,9272
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.044,3371
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.045,1792
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.046,5975
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.047,2389
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.048,1205
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.049,1082
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.05,1294
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.052,1156
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.053,521
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.054,130
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.055,1158
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.056,117
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.057,36
1,Full,public,loc1,10,7.0.0.10,7.0.0.9,0.058,18
2,Full,public,loc1,1,7.0.0.2,7.0.0.5,0.011,3
2,Full,public,loc1,1,7.0.0.2,7.0.0.5,0.012,3
