loop,network,location,traffic,FlowID,SrcAddress,DestAddress,Start,Count
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.142,19
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.144,6
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.146,1
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.147,1
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.148,3
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.149,5
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.15,10
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.151,8
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.152,5
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.153,4
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.157,3
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.158,2
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.167,1
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.171,2
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.172,1
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.188,2
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.189,1
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.195,3
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.196,1
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.197,2
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.198,1
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.199,1
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.201,1
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.217,1
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,0.226,2
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,2.108,1
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,2.91,1
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,3.11,3
1,private,loc2,Full,6,7.0.0.7,7.0.0.4,3.111,2
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.008,111
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.009,215
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.01,283
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.011,319
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.012,713
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.013,1546
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.014,1662
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.015,35078
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.016,25248
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.017,14600
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.018,11280
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.019,7593
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.02,5129
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.021,3539
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.022,5925
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.023,4085
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.024,3086
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.025,2866
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.026,2463
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.027,2103
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.028,2169
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.029,6947
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.03,4542
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.031,3256
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.032,2674
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.033,2475
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.034,2678
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.035,2505
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.036,5004
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.037,8163
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.038,4747
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.039,3995
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.04,3278
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.041,2707
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.042,5375
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.044,2261
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.045,1746
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.046,1445
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.047,1362
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.048,1025
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.049,879
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.05,4850
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.052,1776
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.053,1403
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.054,1155
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.055,1082
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.056,758
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.057,857
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.058,998
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.06,351
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.061,284
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.062,305
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.063,240
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.064,238
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.065,220
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.066,176
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.067,162
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.068,146
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.069,95
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.07,193
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.072,93
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.073,113
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.074,76
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.075,80
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.076,92
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.077,58
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.078,69
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.079,56
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.08,49
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.081,72
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.082,38
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.083,45
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.084,46
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.085,54
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.086,41
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.088,49
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.089,49
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.09,34
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.091,48
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.092,19
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.093,30
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.094,34
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.095,36
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.096,34
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.097,25
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.098,37
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.099,33
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.1,30
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.101,65
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.102,36
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.104,38
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.105,30
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.106,25
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.107,28
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.108,34
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.109,37
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.11,29
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.111,37
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.112,43
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.113,26
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.114,54
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.115,89
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.116,87
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.117,164
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.118,60
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.12,67
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.121,73
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.122,54
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.123,58
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.124,49
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.125,48
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.126,45
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.127,23
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.128,15
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.129,51
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.13,56
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.131,62
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.132,60
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.133,51
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.134,47
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.135,32
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.136,80
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.137,88
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.138,78
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.139,77
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.14,123
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.141,38
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.142,40
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.144,11
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.145,9
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.146,17
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.147,22
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.148,20
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.149,15
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.15,13
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.151,10
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.152,6
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.153,13
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.154,13
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.155,14
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.156,5
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.157,8
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.158,1
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.159,4
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.16,5
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.161,3
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.162,1
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.163,1
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.164,1
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.165,3
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.166,1
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.169,5
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.171,2
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.172,7
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.173,5
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.177,2
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.178,6
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.179,6
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.181,4
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.182,5
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.183,6
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.184,10
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.185,5
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.193,1
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.194,10
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.195,3
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.197,1
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.204,7
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.205,1
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.206,3
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.209,2
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.21,4
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.211,3
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.212,7
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.213,2
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.215,2
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.217,1
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.219,4
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.22,3
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.221,1
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.225,6
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.226,6
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.23,1
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.241,4
1,private,loc2,Full,7,7.0.0.8,7.0.0.9,0.259,1
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.008,192
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.009,496
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.01,741
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.011,1002
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.012,1271
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.013,1802
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.014,2824
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.015,23410
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.016,26289
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.017,18407
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.018,16084
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.019,15453
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.02,10416
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.021,6422
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.022,7821
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.023,7722
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.024,6639
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.025,5334
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.026,4285
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.027,3340
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.028,2817
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.029,3096
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.03,3540
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.031,3510
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.032,3003
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.033,2590
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.034,2295
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.035,2157
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.036,2934
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.037,3477
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.038,3627
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.039,3023
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.04,2875
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.041,2449
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.042,3363
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.044,1327
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.045,1268
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.046,797
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.047,546
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.048,431
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.049,300
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.05,503
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.052,197
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.053,140
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.054,146
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.055,117
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.056,107
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.057,97
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.058,190
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.06,95
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.061,76
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.062,66
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.063,79
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.064,119
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.065,93
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.066,111
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.067,88
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.068,78
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.069,98
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.07,166
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.072,77
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.073,102
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.074,89
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.075,86
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.076,78
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.077,67
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.078,94
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.079,102
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.08,92
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.081,62
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.082,62
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.083,56
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.084,51
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.085,173
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.086,114
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.088,74
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.089,73
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.09,68
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.091,80
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.092,98
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.093,79
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.094,78
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.095,83
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.096,71
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.097,72
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.098,72
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.099,86
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.1,81
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.101,133
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.102,64
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.104,64
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.105,54
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.106,62
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.107,72
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.108,72
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.109,71
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.11,66
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.111,88
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.112,75
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.113,95
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.114,96
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.115,183
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.116,310
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.117,611
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.118,275
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.12,187
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.121,148
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.122,107
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.123,122
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.124,104
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.125,77
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.126,61
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.127,44
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.128,44
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.129,25
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.13,33
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.131,26
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.132,28
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.133,16
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.134,17
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.135,16
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.136,21
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.137,25
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.138,17
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.139,31
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.14,17
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.141,6
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.142,7
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.144,2
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.145,10
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.146,3
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.147,13
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.148,4
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.149,1
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.15,5
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.151,2
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.152,5
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.153,3
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.154,5
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.155,4
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.156,9
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.157,1
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.158,3
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.159,1
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.161,3
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.162,1
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.163,2
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.164,2
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.166,5
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.167,1
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.168,1
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.169,4
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.171,1
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.172,3
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.173,4
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.179,1
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.181,3
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.182,8
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.184,1
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.185,3
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.186,4
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.187,13
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.188,4
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.19,5
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.191,4
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.193,3
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.201,2
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.203,14
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.205,3
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.206,1
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.208,1
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.21,2
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.215,3
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.217,5
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.218,3
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.219,6
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.22,4
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.221,1
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.225,6
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.226,3
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.227,2
1,private,loc2,Full,8,7.0.0.9,7.0.0.10,0.229,3
